Id,Sales
1,3740.0
2,7563.0
3,8614.0
4,6038.0
5,5796.0
6,6070.0
7,7610.0
8,7610.0
9,5921.0
10,6152.0
11,8501.0
12,7605.0
13,9100.0
14,9100.0
15,5710.0
16,4842.0
17,5718.0
18,8971.0
19,12281.0
20,9500.0
21,7602.0
22,5157.0
23,5686.0
24,4850.0
25,9781.0
26,12700.0
27,9954.0
28,5198.0
29,4268.0
30,4772.0
31,4772.0
32,10747.0
33,7821.0
34,4767.0
35,4819.0
36,8858.0
37,3823.0
38,7093.0
39,4300.0
40,7402.0
41,6562.0
42,5705.0
43,10397.0
44,7998.0
45,4714.0
46,6180.0
47,9536.0
48,11177.0
49,5624.0
50,7948.0
51,6782.0
52,10614.0
53,5913.0
54,9399.0
55,5073.0
56,5158.0
57,4881.0
58,4881.0
59,9720.0
60,8405.0
61,4979.0
62,8690.0
63,7188.0
64,10667.0
65,4228.0
66,11990.0
67,4546.0
68,6575.0
69,7644.0
70,4341.0
71,5578.0
72,6450.0
73,7283.0
74,5093.0
75,5093.0
76,7359.0
77,7359.0
78,7775.0
79,5372.0
80,7756.0
81,12713.0
82,7522.0
83,4136.0
84,6618.0
85,5691.0
86,5691.0
87,9075.0
88,4004.0
89,8568.0
90,6362.0
91,7063.0
92,6300.0
93,4480.0
94,5866.0
95,5866.0
96,8960.0
97,7826.0
98,5169.0
99,4604.0
100,6920.0
101,6229.0
102,6229.0
103,7118.0
104,6085.0
105,6085.0
106,5798.0
107,4986.0
108,8381.0
109,8905.0
110,8405.0
111,8405.0
112,8017.0
113,5115.0
114,10217.0
115,5225.0
116,7136.0
117,9293.0
118,5915.0
119,10237.0
120,8978.0
121,8978.0
122,6130.0
123,7141.0
124,8622.0
125,8070.0
126,4176.0
127,5438.0
128,7848.0
129,5316.0
130,4111.0
131,7101.0
132,7101.0
133,5558.0
134,7787.0
135,5539.0
136,7824.0
137,6793.0
138,6793.0
139,5437.0
140,4561.0
141,5296.0
142,3469.0
143,6710.0
144,6805.0
145,8669.0
146,7296.0
147,6892.0
148,12779.0
149,5583.0
150,5059.0
151,11125.0
152,6275.0
153,7977.0
154,6291.0
155,6156.0
156,5834.0
157,5487.0
158,8899.0
159,13889.0
160,5827.0
161,2953.0
162,4986.0
163,8534.0
164,9011.0
165,5896.0
166,5896.0
167,4647.0
168,4647.0
169,3198.0
170,5086.0
171,6552.0
172,8195.0
173,7645.0
174,9351.0
175,7815.0
176,8750.0
177,6446.0
178,3452.0
179,8373.0
180,10386.0
181,6172.0
182,7429.0
183,4944.0
184,7021.0
185,4045.0
186,7620.0
187,5232.0
188,9554.0
189,8369.0
190,8367.0
191,7715.0
192,7034.0
193,8581.0
194,19588.0
195,9657.0
196,5463.0
197,2667.0
198,6056.0
199,6563.0
200,6021.0
201,13510.0
202,16879.0
203,4387.0
204,5869.0
205,8244.0
206,5691.0
207,8991.0
208,7656.0
209,7545.0
210,6017.0
211,7116.0
212,6658.0
213,6884.0
214,10603.0
215,7040.0
216,7285.0
217,10981.0
218,5950.0
219,5377.0
220,7881.0
221,6125.0
222,6125.0
223,7414.0
224,5735.0
225,7522.0
226,7002.0
227,6956.0
228,6956.0
229,6564.0
230,7631.0
231,5792.0
232,4759.0
233,5852.0
234,7116.0
235,4974.0
236,4494.0
237,7767.0
238,6407.0
239,7967.0
240,7729.0
241,5879.0
242,5091.0
243,5695.0
244,9533.0
245,6993.0
246,7919.0
247,17512.0
248,6764.0
249,7564.0
250,5742.0
251,5013.0
252,6547.0
253,4081.0
254,5826.0
255,11957.0
256,5026.0
257,17082.0
258,13314.0
259,4383.0
260,6419.0
261,6108.0
262,8052.0
263,5962.0
264,11567.0
265,11567.0
266,11567.0
267,4034.0
268,6570.0
269,5607.0
270,8471.0
271,6667.0
272,6606.0
273,7990.0
274,5426.0
275,8091.0
276,11598.0
277,5831.0
278,10382.0
279,6531.0
280,12785.0
281,5340.0
282,5340.0
283,6759.0
284,9748.0
285,6622.0
286,9407.0
287,6924.0
288,8676.0
289,4256.0
290,7693.0
291,6850.0
292,3994.0
293,14040.0
294,16838.0
295,7248.0
296,7248.0
297,9052.0
298,11196.0
299,13389.0
300,6099.0
301,7198.0
302,5701.0
303,7796.0
304,3673.0
305,5050.0
306,5050.0
307,5050.0
308,7164.0
309,5879.0
310,5879.0
311,7960.0
312,4154.0
313,4154.0
314,5256.0
315,6801.0
316,8604.0
317,8663.0
318,7421.0
319,6316.0
320,6768.0
321,11860.0
322,8788.0
323,6006.0
324,5329.0
325,10334.0
326,5185.0
327,6483.0
328,3312.0
329,4726.0
330,6049.0
331,6049.0
332,5623.0
333,9136.0
334,9136.0
335,13541.0
336,7355.0
337,10039.0
338,2423.0
339,6475.0
340,7180.0
341,5389.0
342,8130.0
343,4876.0
344,4886.0
345,8727.0
346,10733.0
347,10160.0
348,5257.0
349,5027.0
350,7716.0
351,6676.0
352,5156.0
353,6571.0
354,6398.0
355,9374.0
356,4056.0
357,6365.0
358,8550.0
359,8716.0
360,13429.0
361,4644.0
362,16303.0
363,7148.0
364,6254.0
365,3971.0
366,5689.0
367,6842.0
368,5683.0
369,6306.0
370,6049.0
371,5317.0
372,8858.0
373,4412.0
374,7806.0
375,7368.0
376,7610.0
377,8146.0
378,6577.0
379,8457.0
380,6536.0
381,5830.0
382,6406.0
383,5612.0
384,9948.0
385,8445.0
386,4651.0
387,7336.0
388,7871.0
389,8369.0
390,6474.0
391,8753.0
392,5714.0
393,7340.0
394,5583.0
395,9532.0
396,6329.0
397,5974.0
398,5974.0
399,6143.0
400,4764.0
401,6306.0
402,10800.0
403,9483.0
404,10363.0
405,11089.0
406,7906.0
407,6009.0
408,4741.0
409,11272.0
410,11272.0
411,8963.0
412,8963.0
413,8472.0
414,5975.0
415,4721.0
416,12674.0
417,6171.0
418,6171.0
419,6171.0
420,3161.0
421,12281.0
422,5863.0
423,4710.0
424,4593.0
425,5670.0
426,6682.0
427,9668.0
428,6815.0
429,5629.0
430,5629.0
431,4372.0
432,3455.0
433,7601.0
434,17697.0
435,4975.0
436,5866.0
437,7133.0
438,5068.0
439,5922.0
440,5065.0
441,4150.0
442,7721.0
443,6533.0
444,4185.0
445,10014.0
446,5872.0
447,5382.0
448,8914.0
449,8168.0
450,9169.0
451,6114.0
452,6695.0
453,4723.0
454,4700.0
455,14956.0
456,9674.0
457,7206.0
458,5824.0
459,5836.0
460,5750.0
461,5310.0
462,11418.0
463,4942.0
464,5366.0
465,8380.0
466,4966.0
467,5992.0
468,8324.0
469,6635.0
470,7972.0
471,4534.0
472,5502.0
473,5502.0
474,8648.0
475,9102.0
476,8095.0
477,4855.0
478,8389.0
479,5535.0
480,5263.0
481,7086.0
482,6751.0
483,6751.0
484,5479.0
485,6076.0
486,6076.0
487,5168.0
488,6055.0
489,6294.0
490,8245.0
491,10118.0
492,6260.0
493,4939.0
494,11188.0
495,6260.0
496,3247.0
497,7498.0
498,7498.0
499,9693.0
500,5417.0
501,6838.0
502,6705.0
503,7640.0
504,5057.0
505,7664.0
506,3132.0
507,4997.0
508,6456.0
509,5081.0
510,5081.0
511,7346.0
512,7486.0
513,6473.0
514,8430.0
515,6841.0
516,9766.0
517,5705.0
518,6187.0
519,7766.0
520,7803.0
521,8916.0
522,3209.0
523,10091.0
524,9236.0
525,9236.0
526,4475.0
527,4686.0
528,8400.0
529,7007.0
530,10470.0
531,7336.0
532,5206.0
533,8578.0
534,6338.0
535,6338.0
536,8171.0
537,5712.0
538,10520.0
539,10994.0
540,7902.0
541,5248.0
542,5912.0
543,4350.0
544,0.0
545,8549.0
546,8549.0
547,8489.0
548,4656.0
549,4656.0
550,5691.0
551,5691.0
